ULAN_ID,Name,Sector
500448080,"Reisinger, Hugo",Sector 31-33-Manufacturing
500447957,"Riker, John Lawrence",Sector 31-33-Manufacturing
500447943,"Rockefeller, William Avery Jr.",Sector 31-33-Manufacturing
500447566,"Roebling, Ferdinand W.",Sector 31-33-Manufacturing
500446574,"Ruppert, Jacob",Sector 31-33-Manufacturing
500443232,"Schwab, Charles M.",Sector 31-33-Manufacturing
500448095,"Seligman, Henry",Sector 31-33-Manufacturing
500447561,"Sloane, William Douglas",Sector 31-33-Manufacturing
500448458,"Smith, Theodore E.",Sector 31-33-Manufacturing
500443775,"Spoor, John A.",Sector 31-33-Manufacturing
500326383,"Stanford, Leland",Sector 31-33-Manufacturing
500447669,"Stern, Louis",Sector 31-33-Manufacturing
500443546,"Thomas, Seth Edward",Sector 31-33-Manufacturing
500443322,"Tuckerman, Lucius",Sector 31-33-Manufacturing
500448211,"Valentine, Lawson",Sector 31-33-Manufacturing
500448430,"Valentine, P.A.",Sector 31-33-Manufacturing
500448108,"Ward, Leslie Dodd",Sector 31-33-Manufacturing
500444040,"Warren, John Hobart",Sector 31-33-Manufacturing
500336869,"Widener, Peter A.B.",Sector 31-33-Manufacturing
500443549,"Aitken, John W.",Sector 42-Wholesale Trade
500446556,"Butler, Theron R.",Sector 42-Wholesale Trade
500447358,"Carstairs, John Haseltine",Sector 42-Wholesale Trade
none,"Cochran, Thomas",Sector 42-Wholesale Trade
500448227,"De Lima, David A.",Sector 42-Wholesale Trade
500444622,"Field, Marshall",Sector 42-Wholesale Trade
500447591,"Fiske, Josiah M.",Sector 42-Wholesale Trade
500259690,"Flagler, Henry Morrison",Sector 42-Wholesale Trade
500447886,"Hearn, George A.",Sector 42-Wholesale Trade
500435855,"Huntington, Collis P.",Sector 42-Wholesale Trade
500435856,"Huntington, Henry Edwards",Sector 42-Wholesale Trade
500448113,"Hyde, Henry Baldwin",Sector 42-Wholesale Trade
500448357,"Jennings, Frederick Beach",Sector 42-Wholesale Trade
500439393,"Lehman, Arthur",Sector 42-Wholesale Trade
500446675,"Milbank, Jeremiah",Sector 42-Wholesale Trade
500448314,"Milliken, Seth Mellen",Sector 42-Wholesale Trade
500448358,"Peavey, Frank Hutchinson",Sector 42-Wholesale Trade
500448433,"Peters, Samuel T.",Sector 42-Wholesale Trade
500449995,"Ream, Norman B.",Sector 42-Wholesale Trade
500447943,"Rockefeller, William Avery Jr.",Sector 42-Wholesale Trade
500444931,"Sabin, Charles H.",Sector 42-Wholesale Trade
500447561,"Sloane, William Douglas",Sector 42-Wholesale Trade
500447573,"Smith, Charles Stewart",Sector 42-Wholesale Trade
500447003,"Tenney, Charles Henry",Sector 42-Wholesale Trade
500448065,"Woolworth, Frank Winfield",Sector 42-Wholesale Trade
500313673,"Avery, Samuel Putnam",Sector 44-45-Retail Trade
500435474,"Carstairs, Charles Stewart",Sector 44-45-Retail Trade
500443259,"Clarke, Augustus W.",Sector 44-45-Retail Trade
500315918,"Clarke, Thomas B.",Sector 44-45-Retail Trade
500447868,"Crocker, Charles",Sector 44-45-Retail Trade
500447731,"Dun, Robert Graham",Sector 44-45-Retail Trade
500444622,"Field, Marshall",Sector 44-45-Retail Trade
none,"Fuller, William H.",Sector 44-45-Retail Trade
500446977,"Harbeck, Charles T.",Sector 44-45-Retail Trade
500443701,"Inglis, James Smith",Sector 44-45-Retail Trade
500443646,"Kirby, Thomas E.",Sector 44-45-Retail Trade
500439393,"Lehman, Arthur",Sector 44-45-Retail Trade
500778998,"Reinhardt, Henry",Sector 44-45-Retail Trade
500447669,"Stern, Louis",Sector 44-45-Retail Trade
500447019,"Terry, John T.",Sector 44-45-Retail Trade
500443260,"Willets, Howard",Sector 44-45-Retail Trade
none,"Adams, Edward D.",Sector 48-49-Transportation and Warehousing
500360233,"Alger, Russel Alexander",Sector 48-49-Transportation and Warehousing
500360278,"Ames, Frederick Lothrop",Sector 48-49-Transportation and Warehousing
500360281,"Ames, Oliver",Sector 48-49-Transportation and Warehousing
500448264,"Baker, George F.",Sector 48-49-Transportation and Warehousing
500447709,"Berwind, Edward Julius",Sector 48-49-Transportation and Warehousing
500446555,"Bishop, Heber R.",Sector 48-49-Transportation and Warehousing
500448241,"Bostwick, Jabez A.",Sector 48-49-Transportation and Warehousing
500446556,"Butler, Theron R.",Sector 48-49-Transportation and Warehousing
500450037,"Clyde, William P.",Sector 48-49-Transportation and Warehousing
none,"Cochran, Thomas",Sector 48-49-Transportation and Warehousing
500447868,"Crocker, Charles",Sector 48-49-Transportation and Warehousing
500448027,"Curtis, George N.",Sector 48-49-Transportation and Warehousing
500445510,"Curtis, William John",Sector 48-49-Transportation and Warehousing
500448227,"De Lima, David A.",Sector 48-49-Transportation and Warehousing
500443239,"Ellsworth, James W.",Sector 48-49-Transportation and Warehousing
500447606,"Fahnestock, Harris Charles",Sector 48-49-Transportation and Warehousing
500259690,"Flagler, Henry Morrison",Sector 48-49-Transportation and Warehousing
500446609,"Flower, Frederick, S.",Sector 48-49-Transportation and Warehousing
500448359,"Gould, Frank Jay",Sector 48-49-Transportation and Warehousing
500447898,"Gould, George Jay I",Sector 48-49-Transportation and Warehousing
500448293,"Harding, J. Horace",Sector 48-49-Transportation and Warehousing
500443497,"Harkness, Charles W.",Sector 48-49-Transportation and Warehousing
none,"Harrison, Hugh H.",Sector 48-49-Transportation and Warehousing
500449909,"Hill, James N.",Sector 48-49-Transportation and Warehousing
500443514,"Holmes, John Grier",Sector 48-49-Transportation and Warehousing
500435855,"Huntington, Collis P.",Sector 48-49-Transportation and Warehousing
500435856,"Huntington, Henry Edwards",Sector 48-49-Transportation and Warehousing
500448271,"Ives, Brayton C.",Sector 48-49-Transportation and Warehousing
500448357,"Jennings, Frederick Beach",Sector 48-49-Transportation and Warehousing
none,"King, David H., Jr.",Sector 48-49-Transportation and Warehousing
500447713,"Lawrence, Cyrus I.",Sector 48-49-Transportation and Warehousing
500439393,"Lehman, Arthur",Sector 48-49-Transportation and Warehousing
500447271,"Leighton, George E.",Sector 48-49-Transportation and Warehousing
500449846,"McGarrah, G. W.",Sector 48-49-Transportation and Warehousing
500356367,"Mellon, Andrew W.",Sector 48-49-Transportation and Warehousing
500446675,"Milbank, Jeremiah",Sector 48-49-Transportation and Warehousing
500447907,"Mills, Darius Ogden",Sector 48-49-Transportation and Warehousing
500445235,"Moore, William Henry",Sector 48-49-Transportation and Warehousing
500322851,"Morgan, J. Pierpont",Sector 48-49-Transportation and Warehousing
500443254,"Oliver, Henry W.",Sector 48-49-Transportation and Warehousing
500448358,"Peavey, Frank Hutchinson",Sector 48-49-Transportation and Warehousing
500447938,"Raynor, James A.",Sector 48-49-Transportation and Warehousing
500449995,"Ream, Norman B.",Sector 48-49-Transportation and Warehousing
500448274,"Reid, Daniel G.",Sector 48-49-Transportation and Warehousing
500447957,"Riker, John Lawrence",Sector 48-49-Transportation and Warehousing
500447989,"Roberts, Marshall O.",Sector 48-49-Transportation and Warehousing
500447943,"Rockefeller, William Avery Jr.",Sector 48-49-Transportation and Warehousing
500447566,"Roebling, Ferdinand W.",Sector 48-49-Transportation and Warehousing
500446561,"Salter, Thomas P.",Sector 48-49-Transportation and Warehousing
500448262,"Schiff, Jacob Henry",Sector 48-49-Transportation and Warehousing
500448095,"Seligman, Henry",Sector 48-49-Transportation and Warehousing
500447561,"Sloane, William Douglas",Sector 48-49-Transportation and Warehousing
500326383,"Stanford, Leland",Sector 48-49-Transportation and Warehousing
500447019,"Terry, John T.",Sector 48-49-Transportation and Warehousing
500447668,"Thorne, Samuel P.",Sector 48-49-Transportation and Warehousing
500448430,"Valentine, P.A.",Sector 48-49-Transportation and Warehousing
500447578,"Vanderbilt, Cornelius II",Sector 48-49-Transportation and Warehousing
500448108,"Ward, Leslie Dodd",Sector 48-49-Transportation and Warehousing
500444040,"Warren, John Hobart",Sector 48-49-Transportation and Warehousing
500336869,"Widener, Peter A.B.",Sector 48-49-Transportation and Warehousing
500360341,"Andrews, William Loring",Sector 51-Information
500435405,"Astor, John Jacob (III)",Sector 51-Information
500448264,"Baker, George F.",Sector 51-Information
500448232,"Clark, William Andrews",Sector 51-Information
500445510,"Curtis, William John",Sector 51-Information
500447692,"Dick, Harris Brisbane",Sector 51-Information
500443239,"Ellsworth, James W.",Sector 51-Information
500447606,"Fahnestock, Harris Charles",Sector 51-Information
500448359,"Gould, Frank Jay",Sector 51-Information
500447898,"Gould, George Jay I",Sector 51-Information
500446977,"Harbeck, Charles T.",Sector 51-Information
500447663,"Harper, Fletcher, Jr.",Sector 51-Information
500447944,"Harper, Joseph Abner",Sector 51-Information
500213593,"Hearst, William Randolph",Sector 51-Information
500447892,"Hotchkiss, Horace L.",Sector 51-Information
500443489,"Lehmaier, Louis A.",Sector 51-Information
500439393,"Lehman, Arthur",Sector 51-Information
500445235,"Moore, William Henry",Sector 51-Information
500447038,"Oliver, George Tener",Sector 51-Information
500443254,"Oliver, Henry W.",Sector 51-Information
500447957,"Riker, John Lawrence",Sector 51-Information
500447989,"Roberts, Marshall O.",Sector 51-Information
500448262,"Schiff, Jacob Henry",Sector 51-Information
500447561,"Sloane, William Douglas",Sector 51-Information
500447019,"Terry, John T.",Sector 51-Information
500443864,"Tousey, Sinclair",Sector 51-Information
500448211,"Valentine, Lawson",Sector 51-Information
none,"Adams, Edward D.",Sector 52-Finance and Insurance
500443549,"Aitken, John W.",Sector 52-Finance and Insurance
500447759,"Allis, Charles",Sector 52-Finance and Insurance
500360278,"Ames, Frederick Lothrop",Sector 52-Finance and Insurance
500435405,"Astor, John Jacob (III)",Sector 52-Finance and Insurance
500448264,"Baker, George F.",Sector 52-Finance and Insurance
500447709,"Berwind, Edward Julius",Sector 52-Finance and Insurance
500446555,"Bishop, Heber R.",Sector 52-Finance and Insurance
500314546,"Blumenthal, George",Sector 52-Finance and Insurance
500447889,"Borden, Matthew Challoner Durfee",Sector 52-Finance and Insurance
500447764,"Brookfield, William",Sector 52-Finance and Insurance
500448232,"Clark, William Andrews",Sector 52-Finance and Insurance
500446630,"Closson, James T.",Sector 52-Finance and Insurance
none,"Cochran, Thomas",Sector 52-Finance and Insurance
500443312,"Connor, Washington Everett",Sector 52-Finance and Insurance
none,"Cook, Henry H.",Sector 52-Finance and Insurance
500447868,"Crocker, Charles",Sector 52-Finance and Insurance
500443803,"Davis, Theodore M.",Sector 52-Finance and Insurance
500443239,"Ellsworth, James W.",Sector 52-Finance and Insurance
500447606,"Fahnestock, Harris Charles",Sector 52-Finance and Insurance
500447591,"Fiske, Josiah M.",Sector 52-Finance and Insurance
none,"Fletcher, Isaac D.",Sector 52-Finance and Insurance
500446609,"Flower, Frederick, S.",Sector 52-Finance and Insurance
500274405,"Frick, Henry Clay (NY)",Sector 52-Finance and Insurance
500448272,"Gary, Elbert H.",Sector 52-Finance and Insurance
500448359,"Gould, Frank Jay",Sector 52-Finance and Insurance
500447898,"Gould, George Jay I",Sector 52-Finance and Insurance
500448293,"Harding, J. Horace",Sector 52-Finance and Insurance
500443497,"Harkness, Charles W.",Sector 52-Finance and Insurance
500448059,"Hartley, Marcellus",Sector 52-Finance and Insurance
500372637,"Heye, Dr. George G.",Sector 52-Finance and Insurance
500449909,"Hill, James N.",Sector 52-Finance and Insurance
500446709,"Hine, Francis L.",Sector 52-Finance and Insurance
500443514,"Holmes, John Grier",Sector 52-Finance and Insurance
500443282,"Horton, Henry Lawrence",Sector 52-Finance and Insurance
500447892,"Hotchkiss, Horace L.",Sector 52-Finance and Insurance
500446919,"Hoyt, Charles Albert",Sector 52-Finance and Insurance
none,"Humphreys, Dr. Alexander C.",Sector 52-Finance and Insurance
500448113,"Hyde, Henry Baldwin",Sector 52-Finance and Insurance
500448271,"Ives, Brayton C.",Sector 52-Finance and Insurance
500447391,"Jackson, Edwin E.",Sector 52-Finance and Insurance
500448357,"Jennings, Frederick Beach",Sector 52-Finance and Insurance
500443623,"Jennings, Walter",Sector 52-Finance and Insurance
500320993,"Lambert, Catholina",Sector 52-Finance and Insurance
500447713,"Lawrence, Cyrus I.",Sector 52-Finance and Insurance
500447645,"Lawrence, Frank R.",Sector 52-Finance and Insurance
500439393,"Lehman, Arthur",Sector 52-Finance and Insurance
500447271,"Leighton, George E.",Sector 52-Finance and Insurance
500448291,"Mansfield, Burton",Sector 52-Finance and Insurance
500447001,"Mather, Samuel",Sector 52-Finance and Insurance
500449846,"McGarrah, G. W.",Sector 52-Finance and Insurance
500356367,"Mellon, Andrew W.",Sector 52-Finance and Insurance
500447607,"Merriam, William Rush",Sector 52-Finance and Insurance
500448314,"Milliken, Seth Mellen",Sector 52-Finance and Insurance
500447907,"Mills, Darius Ogden",Sector 52-Finance and Insurance
500445235,"Moore, William Henry",Sector 52-Finance and Insurance
500322851,"Morgan, J. Pierpont",Sector 52-Finance and Insurance
500446910,"Obrig, Adolf",Sector 52-Finance and Insurance
500443254,"Oliver, Henry W.",Sector 52-Finance and Insurance
500448358,"Peavey, Frank Hutchinson",Sector 52-Finance and Insurance
500443893,"Penfold, Edmund",Sector 52-Finance and Insurance
500448433,"Peters, Samuel T.",Sector 52-Finance and Insurance
500449995,"Ream, Norman B.",Sector 52-Finance and Insurance
500448274,"Reid, Daniel G.",Sector 52-Finance and Insurance
500447957,"Riker, John Lawrence",Sector 52-Finance and Insurance
500447989,"Roberts, Marshall O.",Sector 52-Finance and Insurance
500447943,"Rockefeller, William Avery Jr.",Sector 52-Finance and Insurance
500447566,"Roebling, Ferdinand W.",Sector 52-Finance and Insurance
500446574,"Ruppert, Jacob",Sector 52-Finance and Insurance
500444931,"Sabin, Charles H.",Sector 52-Finance and Insurance
500448262,"Schiff, Jacob Henry",Sector 52-Finance and Insurance
500443232,"Schwab, Charles M.",Sector 52-Finance and Insurance
500448095,"Seligman, Henry",Sector 52-Finance and Insurance
500443320,"Seligman, Isaac Newton",Sector 52-Finance and Insurance
500447386,"Shepherd, James G.",Sector 52-Finance and Insurance
500447561,"Sloane, William Douglas",Sector 52-Finance and Insurance
500447573,"Smith, Charles Stewart",Sector 52-Finance and Insurance
500448458,"Smith, Theodore E.",Sector 52-Finance and Insurance
500443775,"Spoor, John A.",Sector 52-Finance and Insurance
500326383,"Stanford, Leland",Sector 52-Finance and Insurance
500447669,"Stern, Louis",Sector 52-Finance and Insurance
500448424,"Stewart, Lispenard",Sector 52-Finance and Insurance
500445305,"Stillman, James",Sector 52-Finance and Insurance
500447003,"Tenney, Charles Henry",Sector 52-Finance and Insurance
500447019,"Terry, John T.",Sector 52-Finance and Insurance
500447668,"Thorne, Samuel P.",Sector 52-Finance and Insurance
500443864,"Tousey, Sinclair",Sector 52-Finance and Insurance
500448430,"Valentine, P.A.",Sector 52-Finance and Insurance
500447578,"Vanderbilt, Cornelius II",Sector 52-Finance and Insurance
500448108,"Ward, Leslie Dodd",Sector 52-Finance and Insurance
500444040,"Warren, John Hobart",Sector 52-Finance and Insurance
500448065,"Woolworth, Frank Winfield",Sector 52-Finance and Insurance
500447709,"Berwind, Edward Julius",Sector 53-Real Estate and Rental and Leasing
500450037,"Clyde, William P.",Sector 53-Real Estate and Rental and Leasing
500448272,"Gary, Elbert H.",Sector 53-Real Estate and Rental and Leasing
500449909,"Hill, James N.",Sector 53-Real Estate and Rental and Leasing
500435855,"Huntington, Collis P.",Sector 53-Real Estate and Rental and Leasing
500435856,"Huntington, Henry Edwards",Sector 53-Real Estate and Rental and Leasing
500448271,"Ives, Brayton C.",Sector 53-Real Estate and Rental and Leasing
500447391,"Jackson, Edwin E.",Sector 53-Real Estate and Rental and Leasing
500447573,"Smith, Charles Stewart",Sector 53-Real Estate and Rental and Leasing
500447669,"Stern, Louis",Sector 53-Real Estate and Rental and Leasing
500448424,"Stewart, Lispenard",Sector 53-Real Estate and Rental and Leasing
500448430,"Valentine, P.A.",Sector 53-Real Estate and Rental and Leasing
500443260,"Willets, Howard",Sector 53-Real Estate and Rental and Leasing
500448065,"Woolworth, Frank Winfield",Sector 53-Real Estate and Rental and Leasing
500447996,"Bangs, F.N.","Sector 54-Professional, Scientific, and Technical Services"
500445510,"Curtis, William John","Sector 54-Professional, Scientific, and Technical Services"
500443803,"Davis, Theodore M.","Sector 54-Professional, Scientific, and Technical Services"
500448040,"Foos, Lamar","Sector 54-Professional, Scientific, and Technical Services"
none,"Fuller, William H.","Sector 54-Professional, Scientific, and Technical Services"
500443497,"Harkness, Charles W.","Sector 54-Professional, Scientific, and Technical Services"
500447671,"Hyde, Clarence M.","Sector 54-Professional, Scientific, and Technical Services"
500447391,"Jackson, Edwin E.","Sector 54-Professional, Scientific, and Technical Services"
500448357,"Jennings, Frederick Beach","Sector 54-Professional, Scientific, and Technical Services"
500447645,"Lawrence, Frank R.","Sector 54-Professional, Scientific, and Technical Services"
500447271,"Leighton, George E.","Sector 54-Professional, Scientific, and Technical Services"
500448291,"Mansfield, Burton","Sector 54-Professional, Scientific, and Technical Services"
500447038,"Oliver, George Tener","Sector 54-Professional, Scientific, and Technical Services"
500326383,"Stanford, Leland","Sector 54-Professional, Scientific, and Technical Services"
500448424,"Stewart, Lispenard","Sector 54-Professional, Scientific, and Technical Services"
500447731,"Dun, Robert Graham",Sector 56-Administrative and Support and Waste Management and Remediation Services
500448059,"Hartley, Marcellus",Sector 56-Administrative and Support and Waste Management and Remediation Services
500083263,"Fry, John Hemming",Sector 61-Educational Services
none,"Humphreys, Dr. Alexander C.",Sector 61-Educational Services
500448314,"Milliken, Seth Mellen",Sector 61-Educational Services
500443549,"Aitken, John W.",Sector 62-Health Care and Social Assistance
500443623,"Jennings, Walter",Sector 62-Health Care and Social Assistance
500447001,"Mather, Samuel",Sector 62-Health Care and Social Assistance
500443254,"Oliver, Henry W.",Sector 62-Health Care and Social Assistance
500443320,"Seligman, Isaac Newton",Sector 62-Health Care and Social Assistance
500447561,"Sloane, William Douglas",Sector 62-Health Care and Social Assistance
500447573,"Smith, Charles Stewart",Sector 62-Health Care and Social Assistance
500448108,"Ward, Leslie Dodd",Sector 62-Health Care and Social Assistance
500313673,"Avery, Samuel Putnam","Sector 71-Arts, Entertainment, and Recreation"
500443803,"Davis, Theodore M.","Sector 71-Arts, Entertainment, and Recreation"
500083263,"Fry, John Hemming","Sector 71-Arts, Entertainment, and Recreation"
500372637,"Heye, Dr. George G.","Sector 71-Arts, Entertainment, and Recreation"
none,"King, David H., Jr.","Sector 71-Arts, Entertainment, and Recreation"
500778998,"Reinhardt, Henry","Sector 71-Arts, Entertainment, and Recreation"
500446574,"Ruppert, Jacob","Sector 71-Arts, Entertainment, and Recreation"
500439445,"Stransky, Josef","Sector 71-Arts, Entertainment, and Recreation"
500259690,"Flagler, Henry Morrison",Sector 72-Accommodation and Food Services
500448359,"Gould, Frank Jay",Sector 72-Accommodation and Food Services
500447907,"Mills, Darius Ogden",Sector 72-Accommodation and Food Services
500360233,"Alger, Russel Alexander",Sector 92-Public Administration
500360281,"Ames, Oliver",Sector 92-Public Administration
