source label,source,target label,target,weight
"Hine, Francis L.",60,"Bixby, William K.",14,2
"Hoagland, Joseph Christoffel",61,"Bixby, William K.",14,1
"Holmes, John Grier",62,"Bixby, William K.",14,2
"Horton, Henry Lawrence",63,"Bixby, William K.",14,1
"Hotchkiss, Horace L.",64,"Bixby, William K.",14,1
"Hoyt, Charles Albert",65,"Bixby, William K.",14,2
"Humphreys, Dr. Alexander C.",66,"Bixby, William K.",14,2
"Huntington, Collis P.",67,"Bixby, William K.",14,2
"Huntington, Henry Edwards",68,"Bixby, William K.",14,3
"Hutchinson, William J.",69,"Bixby, William K.",14,2
"Hyde, Clarence M.",70,"Bixby, William K.",14,1
"Hyde, Henry Baldwin",71,"Bixby, William K.",14,1
"Ives, Brayton C.",72,"Bixby, William K.",14,3
"Jackson, Edwin E.",73,"Bixby, William K.",14,2
"Jennings, Frederick Beach",74,"Bixby, William K.",14,3
"Jennings, Walter",75,"Bixby, William K.",14,2
"Jewett, William Kennon",76,"Bixby, William K.",14,3
"King, David H., Jr.",77,"Bixby, William K.",14,1
"Lambert, Catholina",78,"Bixby, William K.",14,2
"Lawrence, Cyrus I.",79,"Bixby, William K.",14,2
"Lawrence, Frank R.",80,"Bixby, William K.",14,1
"Layton, Frederick",81,"Bixby, William K.",14,1
"Lehman, Arthur",82,"Bixby, William K.",14,4
"Leighton, George E.",83,"Bixby, William K.",14,3
"Mansfield, Burton",85,"Bixby, William K.",14,3
"Mather, Samuel",86,"Bixby, William K.",14,2
"McAlpin, David H.",87,"Bixby, William K.",14,1
"McGarrah, G. W.",88,"Bixby, William K.",14,2
"Mellon, Andrew W.",89,"Bixby, William K.",14,3
"Merriam, William Rush",90,"Bixby, William K.",14,2
"Milbank, Jeremiah",91,"Bixby, William K.",14,2
"Milliken, Seth Mellen",92,"Bixby, William K.",14,2
"Mills, Darius Ogden",93,"Bixby, William K.",14,3
"Moore, William Henry",94,"Bixby, William K.",14,3
"Morgan, J. Pierpont",95,"Bixby, William K.",14,4
"Morgan, J. Pierpont, Jr.",96,"Bixby, William K.",14,3
"Nickerson, Samuel M.",97,"Bixby, William K.",14,2
"Obrig, Adolf",98,"Bixby, William K.",14,2
"Oliver, George Tener",99,"Bixby, William K.",14,1
"Oliver, Henry W.",100,"Bixby, William K.",14,4
"Peavey, Frank Hutchinson",101,"Bixby, William K.",14,2
"Penfold, Edmund",102,"Bixby, William K.",14,2
"Peters, Samuel T.",103,"Bixby, William K.",14,1
"Raynor, James A.",104,"Bixby, William K.",14,1
"Ream, Norman B.",105,"Bixby, William K.",14,3
"Reid, Daniel G.",106,"Bixby, William K.",14,3
"Reisinger, Hugo",107,"Bixby, William K.",14,1
"Riker, John Lawrence",108,"Bixby, William K.",14,3
"Roberts, Marshall O.",109,"Bixby, William K.",14,2
"Rockefeller, William Avery Jr.",110,"Bixby, William K.",14,4
"Roebling, Ferdinand W.",111,"Bixby, William K.",14,4
"Roloson, Robert W.",112,"Bixby, William K.",14,2
"Ruppert, Jacob",113,"Bixby, William K.",14,2
"Ryerson, Martin A.",114,"Bixby, William K.",14,2
"Sabin, Charles H.",115,"Bixby, William K.",14,1
"Salter, Thomas P.",116,"Bixby, William K.",14,1
"Schiff, Jacob Henry",117,"Bixby, William K.",14,2
"Schwab, Charles M.",118,"Bixby, William K.",14,2
"Seligman, Henry",119,"Bixby, William K.",14,4
"Seligman, Isaac Newton",120,"Bixby, William K.",14,1
"Shepherd, James G.",121,"Bixby, William K.",14,2
"Sloane, William Douglas",122,"Bixby, William K.",14,3
"Smith, Charles Stewart",123,"Bixby, William K.",14,1
"Smith, Theodore E.",124,"Bixby, William K.",14,2
"Spaulding, William S.",125,"Bixby, William K.",14,2
"Spoor, John A.",126,"Bixby, William K.",14,2
"Stanford, Leland",127,"Bixby, William K.",14,3
"Stern, Louis",128,"Bixby, William K.",14,2
"Stewart, Lispenard",129,"Bixby, William K.",14,1
"Stillman, James",130,"Bixby, William K.",14,1
"Tenney, Charles Henry",131,"Bixby, William K.",14,1
"Terry, John T.",132,"Bixby, William K.",14,2
"Thomas, Seth Edward",133,"Bixby, William K.",14,1
"Thorne, Samuel P.",134,"Bixby, William K.",14,2
"Tousey, Sinclair",135,"Bixby, William K.",14,1
"Tuckerman, Lucius",136,"Bixby, William K.",14,1
"Valentine, Lawson",137,"Bixby, William K.",14,1
"Valentine, P.A.",138,"Bixby, William K.",14,3
"Vanderbilt, Cornelius II",139,"Bixby, William K.",14,2
"Vanderbilt, William Kissam",140,"Bixby, William K.",14,1
"Walker, E. Chandler",141,"Bixby, William K.",14,2
"Walters, Henry",142,"Bixby, William K.",14,2
"Ward, Leslie Dodd",143,"Bixby, William K.",14,4
"Warren, John Hobart",144,"Bixby, William K.",14,3
"White, George Robert",145,"Bixby, William K.",14,1
"Widener, Peter A.B.",146,"Bixby, William K.",14,2
"Woolworth, Frank Winfield",147,"Bixby, William K.",14,1
"Adams, Edward D.",148,"Blumenthal, George",15,4
"Aitken, John W.",1,"Blumenthal, George",15,1
"Alger, Russel Alexander",2,"Blumenthal, George",15,1
"Allen, George L.",3,"Blumenthal, George",15,1
"Allis, Charles",4,"Blumenthal, George",15,2
"Ames, Frederick Lothrop",5,"Blumenthal, George",15,2
"Ames, Oliver",6,"Blumenthal, George",15,1
"Astor, John Jacob (III)",7,"Blumenthal, George",15,1
"Baker, George F.",8,"Blumenthal, George",15,3
"Bakewell, Allen Campbell",9,"Blumenthal, George",15,1
"Barger, Samuel F.",10,"Blumenthal, George",15,2
"Bartlett, Francis",11,"Blumenthal, George",15,1
"Berwind, Edward Julius",12,"Blumenthal, George",15,3
"Bishop, Heber R.",13,"Blumenthal, George",15,3
"Bixby, William K.",14,"Blumenthal, George",15,3
"Borden, Matthew Challoner Durfee",16,"Blumenthal, George",15,2
"Bostwick, Jabez A.",17,"Blumenthal, George",15,1
"Brookfield, William",18,"Blumenthal, George",15,2
"Burrage, Albert C.",19,"Blumenthal, George",15,3
"Catlin, Daniel",21,"Blumenthal, George",15,2
"Clark, George Crawford",22,"Blumenthal, George",15,1
"Clark, William (Newark)",23,"Blumenthal, George",15,1
"Clark, William Andrews",24,"Blumenthal, George",15,2
"Clarke, Thomas B.",25,"Blumenthal, George",15,1
"Closson, James T.",26,"Blumenthal, George",15,1
"Clyde, William P.",27,"Blumenthal, George",15,2
"Cochran, Thomas",28,"Blumenthal, George",15,3
"Coffin, Charles Albert",29,"Blumenthal, George",15,2
"Comstock, William C.",30,"Blumenthal, George",15,1
"Connor, Washington Everett",31,"Blumenthal, George",15,1
"Cook, Henry H.",32,"Blumenthal, George",15,1
"Crocker, Charles",33,"Blumenthal, George",15,2
"Curtis, William John",35,"Blumenthal, George",15,2
"Davis, Theodore M.",36,"Blumenthal, George",15,2
"Deering, Charles",38,"Blumenthal, George",15,1
"Ellsworth, James W.",39,"Blumenthal, George",15,2
"Fahnestock, Harris Charles",40,"Blumenthal, George",15,3
"Fiske, Josiah M.",41,"Blumenthal, George",15,1
"Flagler, Henry Morrison",42,"Blumenthal, George",15,1
"Fletcher, Isaac D.",43,"Blumenthal, George",15,3
"Flower, Frederick, S.",44,"Blumenthal, George",15,4
"Foos, Lamar",45,"Blumenthal, George",15,1
"Frick, Henry Clay (NY)",46,"Blumenthal, George",15,3
"Gardiner, George Schuyler",47,"Blumenthal, George",15,1
"Gary, Elbert H.",48,"Blumenthal, George",15,2
"Gould, Frank Jay",49,"Blumenthal, George",15,2
"Gould, George Jay I",50,"Blumenthal, George",15,1
"Graham, Malcolm",51,"Blumenthal, George",15,1
"Harding, J. Horace",52,"Blumenthal, George",15,4
"Harkness, Charles W.",53,"Blumenthal, George",15,2
"Harrison, Hugh H.",55,"Blumenthal, George",15,2
"Hartley, Marcellus",56,"Blumenthal, George",15,2
"Healy, Aaron Augustus",57,"Blumenthal, George",15,1
"Heye, Dr. George G.",58,"Blumenthal, George",15,2
"Hill, James N.",59,"Blumenthal, George",15,2
"Hine, Francis L.",60,"Blumenthal, George",15,2
"Hoagland, Joseph Christoffel",61,"Blumenthal, George",15,1
"Holmes, John Grier",62,"Blumenthal, George",15,1
"Horton, Henry Lawrence",63,"Blumenthal, George",15,1
"Hotchkiss, Horace L.",64,"Blumenthal, George",15,1
"Hoyt, Charles Albert",65,"Blumenthal, George",15,2
"Humphreys, Dr. Alexander C.",66,"Blumenthal, George",15,2
"Huntington, Collis P.",67,"Blumenthal, George",15,1
"Huntington, Henry Edwards",68,"Blumenthal, George",15,2
"Hutchinson, William J.",69,"Blumenthal, George",15,3
"Hyde, Clarence M.",70,"Blumenthal, George",15,1
"Hyde, Henry Baldwin",71,"Blumenthal, George",15,1
"Ives, Brayton C.",72,"Blumenthal, George",15,2
"Jackson, Edwin E.",73,"Blumenthal, George",15,2
"Jennings, Frederick Beach",74,"Blumenthal, George",15,2
"Jennings, Walter",75,"Blumenthal, George",15,3
"Jewett, William Kennon",76,"Blumenthal, George",15,3
"Lambert, Catholina",78,"Blumenthal, George",15,2
"Lawrence, Cyrus I.",79,"Blumenthal, George",15,1
"Lawrence, Frank R.",80,"Blumenthal, George",15,1
"Layton, Frederick",81,"Blumenthal, George",15,1
"Lehman, Arthur",82,"Blumenthal, George",15,3
"Leighton, George E.",83,"Blumenthal, George",15,2
"Lewisohn, Adolph",84,"Blumenthal, George",15,1
"Mansfield, Burton",85,"Blumenthal, George",15,3
"Mather, Samuel",86,"Blumenthal, George",15,3
"McAlpin, David H.",87,"Blumenthal, George",15,1
"McGarrah, G. W.",88,"Blumenthal, George",15,1
"Mellon, Andrew W.",89,"Blumenthal, George",15,3
"Merriam, William Rush",90,"Blumenthal, George",15,3
"Milbank, Jeremiah",91,"Blumenthal, George",15,1
"Milliken, Seth Mellen",92,"Blumenthal, George",15,2
"Mills, Darius Ogden",93,"Blumenthal, George",15,3
"Moore, William Henry",94,"Blumenthal, George",15,2
"Morgan, J. Pierpont",95,"Blumenthal, George",15,3
"Morgan, J. Pierpont, Jr.",96,"Blumenthal, George",15,3
"Nickerson, Samuel M.",97,"Blumenthal, George",15,1
"Obrig, Adolf",98,"Blumenthal, George",15,2
"Oliver, George Tener",99,"Blumenthal, George",15,1
"Oliver, Henry W.",100,"Blumenthal, George",15,4
"Peavey, Frank Hutchinson",101,"Blumenthal, George",15,1
"Penfold, Edmund",102,"Blumenthal, George",15,2
"Peters, Samuel T.",103,"Blumenthal, George",15,1
"Ream, Norman B.",105,"Blumenthal, George",15,2
"Reid, Daniel G.",106,"Blumenthal, George",15,2
"Reisinger, Hugo",107,"Blumenthal, George",15,1
"Riker, John Lawrence",108,"Blumenthal, George",15,3
"Roberts, Marshall O.",109,"Blumenthal, George",15,1
"Rockefeller, William Avery Jr.",110,"Blumenthal, George",15,4
"Roebling, Ferdinand W.",111,"Blumenthal, George",15,3
"Roloson, Robert W.",112,"Blumenthal, George",15,2
"Ruppert, Jacob",113,"Blumenthal, George",15,3
"Ryerson, Martin A.",114,"Blumenthal, George",15,2
"Sabin, Charles H.",115,"Blumenthal, George",15,1
"Schiff, Jacob Henry",117,"Blumenthal, George",15,1
"Schwab, Charles M.",118,"Blumenthal, George",15,2
"Seligman, Henry",119,"Blumenthal, George",15,3
"Seligman, Isaac Newton",120,"Blumenthal, George",15,1
"Shepherd, James G.",121,"Blumenthal, George",15,3
"Sloane, William Douglas",122,"Blumenthal, George",15,2
"Smith, Charles Stewart",123,"Blumenthal, George",15,1
"Smith, Theodore E.",124,"Blumenthal, George",15,2
"Spaulding, William S.",125,"Blumenthal, George",15,2
"Spoor, John A.",126,"Blumenthal, George",15,2
"Stanford, Leland",127,"Blumenthal, George",15,2
"Stern, Louis",128,"Blumenthal, George",15,2
"Stewart, Lispenard",129,"Blumenthal, George",15,1
"Stillman, James",130,"Blumenthal, George",15,2
"Tenney, Charles Henry",131,"Blumenthal, George",15,1
"Terry, John T.",132,"Blumenthal, George",15,1
"Thomas, Seth Edward",133,"Blumenthal, George",15,1
"Thorne, Samuel P.",134,"Blumenthal, George",15,2
"Tousey, Sinclair",135,"Blumenthal, George",15,1
"Tuckerman, Lucius",136,"Blumenthal, George",15,1
"Valentine, Lawson",137,"Blumenthal, George",15,1
"Valentine, P.A.",138,"Blumenthal, George",15,2
"Vanderbilt, Cornelius II",139,"Blumenthal, George",15,1
"Walker, E. Chandler",141,"Blumenthal, George",15,1
"Walters, Henry",142,"Blumenthal, George",15,1
"Ward, Leslie Dodd",143,"Blumenthal, George",15,3
"Warren, John Hobart",144,"Blumenthal, George",15,2
"White, George Robert",145,"Blumenthal, George",15,1
"Widener, Peter A.B.",146,"Blumenthal, George",15,1
"Woolworth, Frank Winfield",147,"Blumenthal, George",15,1
"Adams, Edward D.",148,"Borden, Matthew Challoner Durfee",16,2
"Aitken, John W.",1,"Borden, Matthew Challoner Durfee",16,1
"Alger, Russel Alexander",2,"Borden, Matthew Challoner Durfee",16,1
"Allen, George L.",3,"Borden, Matthew Challoner Durfee",16,1
"Allis, Charles",4,"Borden, Matthew Challoner Durfee",16,2
"Ames, Frederick Lothrop",5,"Borden, Matthew Challoner Durfee",16,2
"Ames, Oliver",6,"Borden, Matthew Challoner Durfee",16,1
"Astor, John Jacob (III)",7,"Borden, Matthew Challoner Durfee",16,1
"Baker, George F.",8,"Borden, Matthew Challoner Durfee",16,2
"Barger, Samuel F.",10,"Borden, Matthew Challoner Durfee",16,2
"Bartlett, Francis",11,"Borden, Matthew Challoner Durfee",16,1
"Berwind, Edward Julius",12,"Borden, Matthew Challoner Durfee",16,2
"Bishop, Heber R.",13,"Borden, Matthew Challoner Durfee",16,2
"Bixby, William K.",14,"Borden, Matthew Challoner Durfee",16,2
"Blumenthal, George",15,"Borden, Matthew Challoner Durfee",16,2
"Brookfield, William",18,"Borden, Matthew Challoner Durfee",16,2
"Burrage, Albert C.",19,"Borden, Matthew Challoner Durfee",16,1
"Catlin, Daniel",21,"Borden, Matthew Challoner Durfee",16,2
"Clark, George Crawford",22,"Borden, Matthew Challoner Durfee",16,1
"Clark, William (Newark)",23,"Borden, Matthew Challoner Durfee",16,1
"Clark, William Andrews",24,"Borden, Matthew Challoner Durfee",16,2
"Clarke, Thomas B.",25,"Borden, Matthew Challoner Durfee",16,1
"Closson, James T.",26,"Borden, Matthew Challoner Durfee",16,1
"Clyde, William P.",27,"Borden, Matthew Challoner Durfee",16,1
"Cochran, Thomas",28,"Borden, Matthew Challoner Durfee",16,2
"Coffin, Charles Albert",29,"Borden, Matthew Challoner Durfee",16,1
"Comstock, William C.",30,"Borden, Matthew Challoner Durfee",16,1
"Connor, Washington Everett",31,"Borden, Matthew Challoner Durfee",16,1
"Cook, Henry H.",32,"Borden, Matthew Challoner Durfee",16,1
"Crocker, Charles",33,"Borden, Matthew Challoner Durfee",16,1
"Curtis, William John",35,"Borden, Matthew Challoner Durfee",16,1
"Davis, Theodore M.",36,"Borden, Matthew Challoner Durfee",16,1
"Deering, Charles",38,"Borden, Matthew Challoner Durfee",16,1
"Ellsworth, James W.",39,"Borden, Matthew Challoner Durfee",16,1
"Fahnestock, Harris Charles",40,"Borden, Matthew Challoner Durfee",16,2
"Fiske, Josiah M.",41,"Borden, Matthew Challoner Durfee",16,1
"Fletcher, Isaac D.",43,"Borden, Matthew Challoner Durfee",16,2
"Flower, Frederick, S.",44,"Borden, Matthew Challoner Durfee",16,2
"Foos, Lamar",45,"Borden, Matthew Challoner Durfee",16,1
"Frick, Henry Clay (NY)",46,"Borden, Matthew Challoner Durfee",16,2
"Gardiner, George Schuyler",47,"Borden, Matthew Challoner Durfee",16,1
"Gary, Elbert H.",48,"Borden, Matthew Challoner Durfee",16,2
"Gould, Frank Jay",49,"Borden, Matthew Challoner Durfee",16,1
"Gould, George Jay I",50,"Borden, Matthew Challoner Durfee",16,1
"Graham, Malcolm",51,"Borden, Matthew Challoner Durfee",16,1
"Harding, J. Horace",52,"Borden, Matthew Challoner Durfee",16,2
"Harkness, Charles W.",53,"Borden, Matthew Challoner Durfee",16,1
"Harrison, Hugh H.",55,"Borden, Matthew Challoner Durfee",16,1
"Hartley, Marcellus",56,"Borden, Matthew Challoner Durfee",16,2
"Healy, Aaron Augustus",57,"Borden, Matthew Challoner Durfee",16,1
"Heye, Dr. George G.",58,"Borden, Matthew Challoner Durfee",16,1
"Hill, James N.",59,"Borden, Matthew Challoner Durfee",16,1
"Hine, Francis L.",60,"Borden, Matthew Challoner Durfee",16,2
"Hoagland, Joseph Christoffel",61,"Borden, Matthew Challoner Durfee",16,1
"Holmes, John Grier",62,"Borden, Matthew Challoner Durfee",16,1
"Horton, Henry Lawrence",63,"Borden, Matthew Challoner Durfee",16,1
"Hotchkiss, Horace L.",64,"Borden, Matthew Challoner Durfee",16,1
"Hoyt, Charles Albert",65,"Borden, Matthew Challoner Durfee",16,2
"Humphreys, Dr. Alexander C.",66,"Borden, Matthew Challoner Durfee",16,1
"Huntington, Collis P.",67,"Borden, Matthew Challoner Durfee",16,1
"Huntington, Henry Edwards",68,"Borden, Matthew Challoner Durfee",16,1
"Hutchinson, William J.",69,"Borden, Matthew Challoner Durfee",16,2
"Hyde, Clarence M.",70,"Borden, Matthew Challoner Durfee",16,1
"Hyde, Henry Baldwin",71,"Borden, Matthew Challoner Durfee",16,1
"Ives, Brayton C.",72,"Borden, Matthew Challoner Durfee",16,2
"Jackson, Edwin E.",73,"Borden, Matthew Challoner Durfee",16,2
"Jennings, Frederick Beach",74,"Borden, Matthew Challoner Durfee",16,2
"Jennings, Walter",75,"Borden, Matthew Challoner Durfee",16,2
"Jewett, William Kennon",76,"Borden, Matthew Challoner Durfee",16,2
"Lambert, Catholina",78,"Borden, Matthew Challoner Durfee",16,2
"Lawrence, Cyrus I.",79,"Borden, Matthew Challoner Durfee",16,1
"Lawrence, Frank R.",80,"Borden, Matthew Challoner Durfee",16,1
"Layton, Frederick",81,"Borden, Matthew Challoner Durfee",16,1
"Lehman, Arthur",82,"Borden, Matthew Challoner Durfee",16,2
"Leighton, George E.",83,"Borden, Matthew Challoner Durfee",16,2
"Mansfield, Burton",85,"Borden, Matthew Challoner Durfee",16,2
"Mather, Samuel",86,"Borden, Matthew Challoner Durfee",16,2
"McAlpin, David H.",87,"Borden, Matthew Challoner Durfee",16,1
"McGarrah, G. W.",88,"Borden, Matthew Challoner Durfee",16,1
"Mellon, Andrew W.",89,"Borden, Matthew Challoner Durfee",16,2
"Merriam, William Rush",90,"Borden, Matthew Challoner Durfee",16,2
"Milbank, Jeremiah",91,"Borden, Matthew Challoner Durfee",16,1
"Milliken, Seth Mellen",92,"Borden, Matthew Challoner Durfee",16,2
"Mills, Darius Ogden",93,"Borden, Matthew Challoner Durfee",16,1
"Moore, William Henry",94,"Borden, Matthew Challoner Durfee",16,2
"Morgan, J. Pierpont",95,"Borden, Matthew Challoner Durfee",16,2
"Morgan, J. Pierpont, Jr.",96,"Borden, Matthew Challoner Durfee",16,2
"Nickerson, Samuel M.",97,"Borden, Matthew Challoner Durfee",16,1
"Obrig, Adolf",98,"Borden, Matthew Challoner Durfee",16,2
"Oliver, George Tener",99,"Borden, Matthew Challoner Durfee",16,1
"Oliver, Henry W.",100,"Borden, Matthew Challoner Durfee",16,2
"Peavey, Frank Hutchinson",101,"Borden, Matthew Challoner Durfee",16,1
"Penfold, Edmund",102,"Borden, Matthew Challoner Durfee",16,1
"Peters, Samuel T.",103,"Borden, Matthew Challoner Durfee",16,1
"Ream, Norman B.",105,"Borden, Matthew Challoner Durfee",16,2
"Reid, Daniel G.",106,"Borden, Matthew Challoner Durfee",16,2
"Reisinger, Hugo",107,"Borden, Matthew Challoner Durfee",16,1
"Riker, John Lawrence",108,"Borden, Matthew Challoner Durfee",16,2
"Roberts, Marshall O.",109,"Borden, Matthew Challoner Durfee",16,1
"Rockefeller, William Avery Jr.",110,"Borden, Matthew Challoner Durfee",16,2
"Roebling, Ferdinand W.",111,"Borden, Matthew Challoner Durfee",16,2
"Roloson, Robert W.",112,"Borden, Matthew Challoner Durfee",16,2
"Ruppert, Jacob",113,"Borden, Matthew Challoner Durfee",16,2
"Ryerson, Martin A.",114,"Borden, Matthew Challoner Durfee",16,2
"Sabin, Charles H.",115,"Borden, Matthew Challoner Durfee",16,1
"Schiff, Jacob Henry",117,"Borden, Matthew Challoner Durfee",16,1
"Schwab, Charles M.",118,"Borden, Matthew Challoner Durfee",16,2
"Seligman, Henry",119,"Borden, Matthew Challoner Durfee",16,2
"Seligman, Isaac Newton",120,"Borden, Matthew Challoner Durfee",16,1
"Shepherd, James G.",121,"Borden, Matthew Challoner Durfee",16,1
"Sloane, William Douglas",122,"Borden, Matthew Challoner Durfee",16,2
"Smith, Charles Stewart",123,"Borden, Matthew Challoner Durfee",16,1
"Smith, Theodore E.",124,"Borden, Matthew Challoner Durfee",16,2
"Spaulding, William S.",125,"Borden, Matthew Challoner Durfee",16,2
"Spoor, John A.",126,"Borden, Matthew Challoner Durfee",16,2
"Stanford, Leland",127,"Borden, Matthew Challoner Durfee",16,2
"Stern, Louis",128,"Borden, Matthew Challoner Durfee",16,2
"Stewart, Lispenard",129,"Borden, Matthew Challoner Durfee",16,1
"Stillman, James",130,"Borden, Matthew Challoner Durfee",16,1
"Tenney, Charles Henry",131,"Borden, Matthew Challoner Durfee",16,1
"Terry, John T.",132,"Borden, Matthew Challoner Durfee",16,1
"Thomas, Seth Edward",133,"Borden, Matthew Challoner Durfee",16,1
"Thorne, Samuel P.",134,"Borden, Matthew Challoner Durfee",16,1
"Tousey, Sinclair",135,"Borden, Matthew Challoner Durfee",16,1
"Tuckerman, Lucius",136,"Borden, Matthew Challoner Durfee",16,1
"Valentine, Lawson",137,"Borden, Matthew Challoner Durfee",16,1
"Valentine, P.A.",138,"Borden, Matthew Challoner Durfee",16,2
"Vanderbilt, Cornelius II",139,"Borden, Matthew Challoner Durfee",16,1
"Walker, E. Chandler",141,"Borden, Matthew Challoner Durfee",16,1
"Walters, Henry",142,"Borden, Matthew Challoner Durfee",16,1
"Ward, Leslie Dodd",143,"Borden, Matthew Challoner Durfee",16,2
"Warren, John Hobart",144,"Borden, Matthew Challoner Durfee",16,2
"White, George Robert",145,"Borden, Matthew Challoner Durfee",16,1
"Widener, Peter A.B.",146,"Borden, Matthew Challoner Durfee",16,1
"Woolworth, Frank Winfield",147,"Borden, Matthew Challoner Durfee",16,1
"Adams, Edward D.",148,"Bostwick, Jabez A.",17,2
"Alger, Russel Alexander",2,"Bostwick, Jabez A.",17,1
"Ames, Frederick Lothrop",5,"Bostwick, Jabez A.",17,1
"Ames, Oliver",6,"Bostwick, Jabez A.",17,1
"Baker, George F.",8,"Bostwick, Jabez A.",17,1
"Barger, Samuel F.",10,"Bostwick, Jabez A.",17,1
"Berwind, Edward Julius",12,"Bostwick, Jabez A.",17,2
"Bishop, Heber R.",13,"Bostwick, Jabez A.",17,2
"Bixby, William K.",14,"Bostwick, Jabez A.",17,1
"Blumenthal, George",15,"Bostwick, Jabez A.",17,1
"Burrage, Albert C.",19,"Bostwick, Jabez A.",17,1
"Butler, Theron R.",20,"Bostwick, Jabez A.",17,1
"Clyde, William P.",27,"Bostwick, Jabez A.",17,2
"Cochran, Thomas",28,"Bostwick, Jabez A.",17,2
"Crocker, Charles",33,"Bostwick, Jabez A.",17,2
"Curtis, George N.",34,"Bostwick, Jabez A.",17,1
"Curtis, William John",35,"Bostwick, Jabez A.",17,1
"Davis, Theodore M.",36,"Bostwick, Jabez A.",17,1
"De Lima, David A.",37,"Bostwick, Jabez A.",17,1
"Ellsworth, James W.",39,"Bostwick, Jabez A.",17,2
"Fahnestock, Harris Charles",40,"Bostwick, Jabez A.",17,1
"Flagler, Henry Morrison",42,"Bostwick, Jabez A.",17,2
"Flower, Frederick, S.",44,"Bostwick, Jabez A.",17,2
"Frick, Henry Clay (NY)",46,"Bostwick, Jabez A.",17,1
"Gould, Frank Jay",49,"Bostwick, Jabez A.",17,1
"Gould, George Jay I",50,"Bostwick, Jabez A.",17,1
"Harding, J. Horace",52,"Bostwick, Jabez A.",17,2
"Harkness, Charles W.",53,"Bostwick, Jabez A.",17,2
"Harkness, Edward",54,"Bostwick, Jabez A.",17,1
"Harrison, Hugh H.",55,"Bostwick, Jabez A.",17,1
"Heye, Dr. George G.",58,"Bostwick, Jabez A.",17,1
"Hill, James N.",59,"Bostwick, Jabez A.",17,2
"Holmes, John Grier",62,"Bostwick, Jabez A.",17,1
"Huntington, Collis P.",67,"Bostwick, Jabez A.",17,1
"Huntington, Henry Edwards",68,"Bostwick, Jabez A.",17,1
"Hutchinson, William J.",69,"Bostwick, Jabez A.",17,1
"Ives, Brayton C.",72,"Bostwick, Jabez A.",17,1
"Jennings, Frederick Beach",74,"Bostwick, Jabez A.",17,1
"Jennings, Walter",75,"Bostwick, Jabez A.",17,1
"Jewett, William Kennon",76,"Bostwick, Jabez A.",17,2
"King, David H., Jr.",77,"Bostwick, Jabez A.",17,1
"Lawrence, Cyrus I.",79,"Bostwick, Jabez A.",17,1
"Lehman, Arthur",82,"Bostwick, Jabez A.",17,1
"Leighton, George E.",83,"Bostwick, Jabez A.",17,1
"Lewisohn, Adolph",84,"Bostwick, Jabez A.",17,1
"Mather, Samuel",86,"Bostwick, Jabez A.",17,1
"McGarrah, G. W.",88,"Bostwick, Jabez A.",17,1
"Mellon, Andrew W.",89,"Bostwick, Jabez A.",17,2
"Merriam, William Rush",90,"Bostwick, Jabez A.",17,1
"Milbank, Jeremiah",91,"Bostwick, Jabez A.",17,1
"Mills, Darius Ogden",93,"Bostwick, Jabez A.",17,2
"Moore, William Henry",94,"Bostwick, Jabez A.",17,1
"Morgan, J. Pierpont",95,"Bostwick, Jabez A.",17,1
"Morgan, J. Pierpont, Jr.",96,"Bostwick, Jabez A.",17,2
"Nickerson, Samuel M.",97,"Bostwick, Jabez A.",17,1
"Oliver, Henry W.",100,"Bostwick, Jabez A.",17,2
"Peavey, Frank Hutchinson",101,"Bostwick, Jabez A.",17,1
"Raynor, James A.",104,"Bostwick, Jabez A.",17,1
"Ream, Norman B.",105,"Bostwick, Jabez A.",17,1
"Reid, Daniel G.",106,"Bostwick, Jabez A.",17,1
"Riker, John Lawrence",108,"Bostwick, Jabez A.",17,2
"Roberts, Marshall O.",109,"Bostwick, Jabez A.",17,1
"Rockefeller, William Avery Jr.",110,"Bostwick, Jabez A.",17,2
"Roebling, Ferdinand W.",111,"Bostwick, Jabez A.",17,1
"Ruppert, Jacob",113,"Bostwick, Jabez A.",17,1
"Salter, Thomas P.",116,"Bostwick, Jabez A.",17,1
"Schiff, Jacob Henry",117,"Bostwick, Jabez A.",17,1
"Seligman, Henry",119,"Bostwick, Jabez A.",17,1
"Shepherd, James G.",121,"Bostwick, Jabez A.",17,1
"Sloane, William Douglas",122,"Bostwick, Jabez A.",17,1
"Stanford, Leland",127,"Bostwick, Jabez A.",17,1
"Stillman, James",130,"Bostwick, Jabez A.",17,1
"Terry, John T.",132,"Bostwick, Jabez A.",17,1
"Thorne, Samuel P.",134,"Bostwick, Jabez A.",17,2
"Valentine, P.A.",138,"Bostwick, Jabez A.",17,1
"Vanderbilt, Cornelius II",139,"Bostwick, Jabez A.",17,1
"Vanderbilt, William Kissam",140,"Bostwick, Jabez A.",17,1
"Walker, E. Chandler",141,"Bostwick, Jabez A.",17,1
"Walters, Henry",142,"Bostwick, Jabez A.",17,1
"Ward, Leslie Dodd",143,"Bostwick, Jabez A.",17,1
"Warren, John Hobart",144,"Bostwick, Jabez A.",17,1
"Widener, Peter A.B.",146,"Bostwick, Jabez A.",17,1
"Adams, Edward D.",148,"Brookfield, William",18,2
"Aitken, John W.",1,"Brookfield, William",18,1
"Alger, Russel Alexander",2,"Brookfield, William",18,1
"Allen, George L.",3,"Brookfield, William",18,1
